web_pages,state-province,domains,country,name,alpha_two_code
['https://www.cuanschutz.edu/'],,['cuanschutz.edu'],United States,University of Colorado Anschutz Medical Campus,US
['http://www.colum.edu/'],,['colum.edu'],United States,Columbia College Chicago,US
['http://www.colsouth.edu/'],,['colsouth.edu'],United States,Columbia Southern University,US
['http://www.cuc.edu/'],,['cuc.edu'],United States,Columbia Union College,US
['http://www.columbia.edu/'],,['columbia.edu'],United States,Columbia University,US
['http://www.ccbcmd.edu/'],,['ccbcmd.edu'],United States,Community College of Baltimore County,US
['http://www.ccaa.edu/'],,['ccaa.edu'],United States,Concordia College - Ann Arbor,US
['http://www.cord.edu/'],,['cord.edu'],United States,Concordia College - Moorhead,US
['http://www.ccsn.edu/'],,['ccsn.edu'],United States,Concordia College - Seward,US
['http://www.csp.edu/'],,['csp.edu'],United States,Concordia College - St. Paul,US
['http://www.conncoll.edu/'],,['conncoll.edu'],United States,Connecticut College,US
['http://www.ct.edu/'],,['ct.edu'],United States,Connecticut State University System,US
['http://www.cooper.edu/'],,['cooper.edu'],United States,Cooper Union for the Advancement of Science and Art,US
['http://www.coppin.edu/'],,['coppin.edu'],United States,Coppin State University,US
['https://www.allencollege.edu/'],Iowa,['allencollege.edu'],United States,Allen College,US
['http://www.cornell-iowa.edu/'],,['cornell-iowa.edu'],United States,Cornell College,US
['http://www.cornell.edu/'],,['cornell.edu'],United States,Cornell University,US
['http://www.corning-cc.edu/'],,['corning-cc.edu'],United States,Corning Community College,US
['http://www.creighton.edu/'],,['creighton.edu'],United States,Creighton University,US
['http://www.curry.edu/'],,['curry.edu'],United States,Curry College,US
['http://www.daemen.edu/'],,['daemen.edu'],United States,Daemen College,US
['http://www.dsu.edu/'],,['dsu.edu'],United States,Dakota State University,US
['http://www.dwu.edu/'],,['dwu.edu'],United States,Dakota Wesleyan University,US
['http://www.dbu.edu/'],,['dbu.edu'],United States,Dallas Baptist University,US
['http://www.dcccd.edu/'],,['dcccd.edu'],United States,Dallas County Community College,US
['http://www.dana.edu/'],,['dana.edu'],United States,Dana College,US
['http://www.dwc.edu/'],,['dwc.edu'],United States,Daniel Webster College,US
['http://www.dartmouth.edu/'],,['dartmouth.edu'],United States,Dartmouth College,US
['http://www.davenport.edu/'],,['davenport.edu'],United States,Davenport University,US
['http://www.davidson.edu/'],,['davidson.edu'],United States,Davidson College,US
['http://www.dne.wvnet.edu/'],,['dne.wvnet.edu'],United States,Davis & Elkins College,US
['http://www.daytonastate.edu/'],,['daytonastate.edu'],United States,Daytona State College,US
['http://www.desu.edu/'],,['desu.edu'],United States,Delaware State University,US
['http://www.deltastate.edu/'],,['deltastate.edu'],United States,Delta State University,US
['http://www.denison.edu/'],,['denison.edu'],United States,Denison University,US
['http://www.depaul.edu/'],,['depaul.edu'],United States,DePaul University,US
['http://www.depauw.edu/'],,['depauw.edu'],United States,DePauw University,US
['http://www.devry.edu/'],,['devry.edu'],United States,DeVry Institute of Technology,US
['http://www.ddu.ac.in/'],Gujarat,['ddu.ac.in'],India,Dharamsinh Desai University,IN
['http://www.dickinson.edu/'],,['dickinson.edu'],United States,Dickinson College,US
['http://www.dickinsonstate.edu/'],,['dickinsonstate.edu'],United States,Dickinson State University,US
['http://www.dillard.edu/'],,['dillard.edu'],United States,Dillard University,US
['http://www.dominican.edu/'],,['dominican.edu'],United States,Dominican College,US
['http://www.dordt.edu/'],,['dordt.edu'],United States,Dordt College,US
['http://www.dowling.edu/'],,['dowling.edu'],United States,Dowling College,US
['http://www.drake.edu/'],,['drake.edu'],United States,Drake University,US
['http://www.drew.edu/'],,['drew.edu'],United States,Drew University,US
['http://www.drexel.edu/'],,['drexel.edu'],United States,Drexel University,US
['http://www.drury.edu/'],,['drury.edu'],United States,Drury College,US
['http://www.duq.edu/'],,['duq.edu'],United States,Duquesne University,US
['http://www.earlham.edu/'],,['earlham.edu'],United States,Earlham College,US
['http://www.ecu.edu/'],,['ecu.edu'],United States,East Carolina University,US
['http://www.ecok.edu/'],,['ecok.edu'],United States,East Central University,US
['http://www.easternct.edu/'],,['easternct.edu'],United States,Eastern Connecticut State University,US
['http://www.eiu.edu/'],,['eiu.edu'],United States,Eastern Illinois University,US
['http://www.eku.edu/'],,['eku.edu'],United States,Eastern Kentucky University,US
['http://www.emu.edu/'],,['emu.edu'],United States,Eastern Mennonite University,US
['http://www.emich.edu/'],,['emich.edu'],United States,Eastern Michigan University,US
['http://www.enmu.edu/'],,['enmu.edu'],United States,Eastern New Mexico University,US
['http://www.eou.edu/'],,['eou.edu'],United States,Eastern Oregon State College,US
['http://www.ewu.edu/'],,['ewu.edu'],United States,Eastern Washington University,US
['http://www.esu.edu/'],Pennsylvania,['esu.edu'],United States,East Stroudsburg State University of Pennsylvania,US
['http://www.etsu.edu/'],,['etsu.edu'],United States,East Tennessee State University,US
['http://www.edgewood.edu/'],,['edgewood.edu'],United States,Edgewood College,US
['http://www.edinboro.edu/'],Pennsylvania,['edinboro.edu'],United States,Edinboro University of Pennsylvania,US
['http://www.ecsu.edu/'],,['ecsu.edu'],United States,Elizabeth City State University,US
['http://www.etown.edu/'],,['etown.edu'],United States,Elizabethtown College,US
['http://www.elmhurst.edu/'],,['elmhurst.edu'],United States,Elmhurst College,US
['http://www.elon.edu/'],,['elon.edu'],United States,Elon College,US
['http://www.erau.edu/'],,['erau.edu'],United States,Embry-Riddle Aeronautical University,US
['http://www.emerson.edu/'],,['emerson.edu'],United States,Emerson College,US
['http://www.emmanuel.edu/'],,['emmanuel.edu'],United States,Emmanuel College,US
['http://www.emory.edu/'],,['emory.edu'],United States,Emory University,US
['https://www.ehc.edu/'],VA,['ehc.edu'],United States,Emory & Henry College,US
['http://www.emporia.edu/'],,['emporia.edu'],United States,Emporia State University,US
['http://www.ecc.edu/'],,['ecc.edu'],United States,Erie Community College,US
['https://lecom.edu/'],,['lecom.edu'],United States,Lake Erie College of Osteopathic Medicine,US
['https://www.etbu.edu/'],TX,['etbu.edu'],United States,East Texas Baptist University,US
['http://www.evergreen.edu/'],,['evergreen.edu'],United States,Evergreen State College,US
['http://www.fdu.edu/'],,['fdu.edu'],United States,Fairleigh Dickinson University,US
['http://www.fairmontstate.edu/'],,['fairmontstate.edu'],United States,Fairmont State College,US
['http://www.uncfsu.edu/'],,['uncfsu.edu'],United States,Fayetteville State University,US
['http://www.ferris.edu/'],,['ferris.edu'],United States,Ferris State University,US
['http://www.fielding.edu/'],,['fielding.edu'],United States,Fielding Institute,US
['http://www.fisk.edu/'],,['fisk.edu'],United States,Fisk University,US
['http://www.fsc.edu/'],,['fsc.edu'],United States,Fitchburg State College,US
['http://www.famu.edu/'],,['famu.edu'],United States,Florida Agricultural and Mechanical University,US
['http://www.fau.edu/'],,['fau.edu'],United States,Florida Atlantic University,US
['http://www.fgcu.edu/'],,['fgcu.edu'],United States,Florida Gulf Coast University,US
['http://www.fit.edu/'],,['fit.edu'],United States,Florida Institute of Technology,US
['http://www.fiu.edu/'],,['fiu.edu'],United States,Florida International University,US
['http://www.fsu.edu/'],,['fsu.edu'],United States,Florida State University,US
['http://www.fontbonne.edu/'],,['fontbonne.edu'],United States,Fontbonne College,US
['http://www.fordham.edu/'],,['fordham.edu'],United States,Fordham University,US
['http://www.fhsu.edu/'],,['fhsu.edu'],United States,Fort Hays State University,US
['http://www.fortlewis.edu/'],,['fortlewis.edu'],United States,Fort Lewis College,US
['http://fountainheadcollege.edu/'],,['fountainheadcollege.edu'],United States,Fountainhead College of Technology,US
['http://www.fandm.edu/'],,['fandm.edu'],United States,Franklin and Marshall College,US
['http://www.fplc.edu/'],,['fplc.edu'],United States,Franklin Pierce Law Center,US
['http://www.franklin.edu/'],,['franklin.edu'],United States,Franklin University,US
['http://www.frederick.edu/'],,['frederick.edu'],United States,Frederick Community College,US
['http://www.fresno.edu/'],,['fresno.edu'],United States,Fresno Pacific University,US
['http://www.friends.edu/'],,['friends.edu'],United States,Friends University,US
['http://www.frostburg.edu/'],,['frostburg.edu'],United States,Frostburg State University,US
['http://www.fuller.edu/'],,['fuller.edu'],United States,Fuller Theological Seminary,US
['http://www.furman.edu/'],,['furman.edu'],United States,Furman University,US
['https://futureworks.ac.uk/'],,['futureworks.ac.uk'],United Kingdom,Futureworks,GB
['http://www.gallaudet.edu/'],,['gallaudet.edu'],United States,Gallaudet University,US
['http://www.gannon.edu/'],,['gannon.edu'],United States,Gannon University,US
['http://www.geneva.edu/'],,['geneva.edu'],United States,Geneva College,US
['http://www.gfc.edu/'],,['gfc.edu'],United States,George Fox College,US
['http://www.gmu.edu/'],,['gmu.edu'],United States,George Mason University,US
['http://www.georgetown.edu/'],,['georgetown.edu'],United States,Georgetown University,US
['http://www.gwu.edu/'],,['gwu.edu'],United States,George Washington University,US
['http://www.gcsu.edu/'],,['gcsu.edu'],United States,Georgia College,US
['http://www.gatech.edu/'],,['gatech.edu'],United States,Georgia Institute of Technology,US
['http://www.georgian.edu/'],,['georgian.edu'],United States,Georgian Court University,US
['http://www.georgiasouthern.edu/'],,['georgiasouthern.edu'],United States,Georgia Southern University,US
['http://gsw.edu/'],,['gsw.edu'],United States,Georgia Southwestern State University,US
['http://www.gsu.edu/'],,['gsu.edu'],United States,Georgia State University,US
['http://www.gettysburg.edu/'],,['gettysburg.edu'],United States,Gettysburg College,US
['http://www.gmi.edu/'],,['gmi.edu'],United States,GMI Engineering and Management Institute,US
['http://www.ggu.edu/'],,['ggu.edu'],United States,Golden Gate University,US
['http://www.gbc.edu/'],,['gbc.edu'],United States,Goldey-Beacom College,US
['http://www.gonzaga.edu/'],,['gonzaga.edu'],United States,Gonzaga University,US
['http://www.goshen.edu/'],,['goshen.edu'],United States,Goshen College,US
['http://www.goucher.edu/'],,['goucher.edu'],United States,Goucher College,US
['http://www.govst.edu/'],,['govst.edu'],United States,Governors State University,US
['http://www.grace.edu/'],,['grace.edu'],United States,Grace College,US
['http://www.graceland.edu/'],,['graceland.edu'],United States,Graceland College,US
['http://www.gvsu.edu/'],,['gvsu.edu'],United States,Grand Valley State University,US
['http://www.greenleaf.edu/'],,['greenleaf.edu'],United States,Greenleaf University,US
['http://www.grinnell.edu/'],,['grinnell.edu'],United States,Grinnell College,US
['http://www.guilford.edu/'],,['guilford.edu'],United States,Guilford College,US
"['https://www.gac.edu/', 'https://gustavus.edu/']",,"['gac.edu', 'gustavus.edu']",United States,Gustavus Adolphus College,US
['http://www.hagerstowncc.edu/'],,['hagerstowncc.edu'],United States,Hagerstown Community College,US
['http://www.hamilton.edu/'],,['hamilton.edu'],United States,Hamilton College,US
['http://www.hamline.edu/'],,['hamline.edu'],United States,Hamline University,US
['http://www.hsc.edu/'],,['hsc.edu'],United States,Hampden-Sydney College,US
['http://www.hampshire.edu/'],,['hampshire.edu'],United States,Hampshire College,US
['http://www.hamptonu.edu/'],,['hamptonu.edu'],United States,Hampton University,US
['http://www.hanover.edu/'],,['hanover.edu'],United States,Hanover College,US
['http://www.harding.edu/'],,['harding.edu'],United States,Harding University,US
['http://www.harford.edu/'],,['harford.edu'],United States,Harford Community College,US
['http://www.hartwick.edu/'],,['hartwick.edu'],United States,Hartwick College,US
['http://www.harvard.edu/'],,['harvard.edu'],United States,Harvard University,US
['http://www.hmc.edu/'],,['hmc.edu'],United States,Harvey Mudd College,US
['http://www.haskell.edu/'],,['haskell.edu'],United States,Haskell Indian Nations University,US
['http://www.hastings.edu/'],,['hastings.edu'],United States,Hastings College,US
['http://www.haverford.edu/'],Pennsylvania,['haverford.edu'],United States,Haverford College in Pennsylvania,US
['http://www.hpu.edu/'],,['hpu.edu'],United States,Hawaii Pacific University,US
['http://www.heidelberg.edu/'],,['heidelberg.edu'],United States,Heidelberg College,US
['http://www.hendrix.edu/'],,['hendrix.edu'],United States,Hendrix College,US
['http://www.hesston.edu/'],,['hesston.edu'],United States,Hesston College,US
['http://www.highpoint.edu/'],,['highpoint.edu'],United States,High Point University,US
['http://www.hillsdale.edu/'],,['hillsdale.edu'],United States,Hillsdale College,US
['http://www.hiram.edu/'],,['hiram.edu'],United States,Hiram College,US
['http://www.hws.edu/'],,['hws.edu'],United States,Hobart and William Smith Colleges,US
['http://www.hofstra.edu/'],,['hofstra.edu'],United States,Hofstra University,US
['http://www.hollins.edu/'],,['hollins.edu'],United States,Hollins College,US
