ProviderID,ProviderName,ProviderTradingName,ABN,Category,Address,Website,RegistrationStatus,RegistrationDescription,RegistrationRenewalDate,Years,SelfAccreditation,CRICOS Registration,CRICOS Web,ASQALink,QILT
PRV12157,Colleges of Business and Technology (WA) Pty Ltd, Curtin College,13 092 155 970,Institute of Higher Education,"Building 420, Koorliny Way, BENTLEY WA 6102",http://www.curtincollege.edu.au,Active,Registered,8/05/2031,7 years - maximum allowable period,No, 02042G, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=02042G,,
PRV12158,Curtin University (formerly Curtin University of Technology), Curtin University,99 143 842 569,Australian University,"Kent Street, BENTLEY WA 6102",http://www.curtin.edu.au,Active,Ongoing pending renewal,30/07/2025,7 years - maximum allowable period and extended for a further 3 years,Yes, 00301J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00301J,,https://www.compared.edu.au/institution/curtin-university-of-technology
PRV12160,Edith Cowan University, Edith Cowan University,54 361 485 361,Australian University,"270 Joondalup Drive, JOONDALUP WA 6027",http://www.ecu.edu.au,Active,Registered,17/04/2026,7 years - maximum allowable period,Yes, 00279B, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00279B,http://training.gov.au/Organisation/Details/4756 ,https://www.compared.edu.au/institution/edith-cowan-university
PRV12161,Harvest West Bible College Inc, Harvest West Bible College,72 244 929 859,Higher Education Provider,"79A Robinson Avenue, BELMONT WA 6104",http://www.harvestwest.edu.au,Inactive,Expired,28/02/2015,Not Applicable,No,,,,
PRV12162,Montessori World Educational Institute (Australia) Inc, Montessori World Educational Institute (Australia) Inc.,94 256 303 039,Institute of Higher Education,"Unit 3/20 Comserv Loop, ELLENBROOK WA 6069",http://www.mwei.edu.au,Active,Registered,4/12/2025,7 years - maximum allowable period and extended for a further 28 months,No,,,http://training.gov.au/Organisation/Details/45937 ,https://www.compared.edu.au/institution/montessori-world-educational-institute-%28australia%29/
PRV12163,Murdoch University, Murdoch University,61 616 369 313,Australian University,"South Street Campus, 90 South Street, MURDOCH WA 6150",http://www.murdoch.edu.au,Active,Registered,9/06/2028,4 years and extended for a further 3 years,Yes, 00125J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00125J,,https://www.compared.edu.au/institution/murdoch-university
PRV12164,ParaPharm Pty Ltd, Paramount Higher Education,45 098 564 099,Higher Education Provider,"11/15 Bonner Drive, MALAGA WA 6090",http://www.paramountcollege.edu.au,Inactive,Cancelled,14/11/2018,Not Applicable,No,,,http://training.gov.au/Organisation/Details/51156 ,
PRV12165,Perth Bible College Inc," Asia-Pacific School of Pastoral Care and Counselling, Perth Bible College",52 599 089 532,Institute of Higher Education,"1 College Court, KARRINYUP WA 6018",http://www.pbc.wa.edu.au,Active,Registered,29/06/2029,7 years - maximum allowable period,No, 00986G, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00986G,,https://www.compared.edu.au/institution/perth-bible-college
PRV12166,Edith Cowan College Pty Ltd, Edith Cowan College,35 064 377 993,Institute of Higher Education,"Building 80 - Joondalup Campus West, 10 Injune Way JOONDALUP WA 6027",http://www.edithcowancollege.edu.au,Active,Registered,24/04/2031,7 years - maximum allowable period,No, 01312J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=01312J,,https://www.compared.edu.au/institution/edith-cowan-college
PRV12167,Polytechnic West, Polytechnic West,62 743 829 896,Higher Education Provider,"Corner Lloyd Street and Eddie Baron Drive, MIDLAND WA 6056",http://www.polytechnic.wa.edu.au,Inactive,Withdrawn,11/04/2016,Not Applicable,No,,,,
PRV12168,Tabor College Incorporated (WA), Tabor College Perth,70 136 214 162,Higher Education Provider,"45 Berkshire Road, FORRESTFIELD WA 6058",http://www.tabor.wa.edu.au,Inactive,Expired,31/12/2015,Not Applicable,No,,,,
PRV12169,The University of Western Australia, The University of Western Australia,37 882 817 280,Australian University,"35 Stirling Highway, CRAWLEY WA 6009",http://www.uwa.edu.au,Active,Registered,9/04/2032,7 years - maximum allowable period,Yes, 00126G, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00126G,,https://www.compared.edu.au/institution/the-university-of-western-australia
PRV12170,The University of Notre Dame Australia, University of Notre Dame Australia,69 330 643 210,Australian University,"19 Mouat Street, FREMANTLE WA 6160",https://www.notredame.edu.au,Active,Registered,2/04/2032,7 years - maximum allowable period,Yes, 01032F, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=01032F,http://training.gov.au/Organisation/Details/0064 ,https://www.compared.edu.au/institution/the-university-of-notre-dame-australia
PRV12172,Heriot-Watt University Pty Limited, Edinburgh Business School (UK),00 000 000 000,Higher Education Provider,"Edinburgh Business School, Heriot-Watt University, EDINBURGH EH144AS",http://www.hw.ac.uk,Inactive,Expired,31/01/2013,Not Applicable,No,,,,
PRV12177,Sydney Institute of Health Sciences Pty. Limited, Sydney Institute of Traditional Chinese Medicine,30 100 578 836,Institute of Higher Education,"502, 25-29 Dixon Street, SYDNEY NSW 2000",http://www.sitcm.edu.au,Active,Registered,24/02/2028,7 years - maximum allowable period,No, 01768K, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=01768K,http://training.gov.au/Organisation/Details/5143 ,https://www.compared.edu.au/institution/sydney-institute-of-traditional-chinese-medicine
PRV12178,Williams Business College Ltd, Williams Business College,65 001 797 495,Higher Education Provider,"1 James Place, NORTH SYDNEY NSW 2060",http://www.williams.edu.au,Inactive,Not renewed,4/08/2014,Not Applicable,No,,,,
PRV12182,The Institute of Internal Auditors-Australia, IIA-Australia,80 001 797 557,Institute of Higher Education,"Suite 5.04, Level 5, 580 George Street SYDNEY NSW 2000",http://www.iia.org.au,Active,Ongoing pending renewal,28/09/2024,7 years - maximum allowable period,No,,,,https://www.compared.edu.au/institution/the-institute-of-internal-auditors
PRV12186,Navitas Bundoora Pty Ltd," La Trobe Melbourne, La Trobe College Australia",92 143 736 789,Institute of Higher Education,"Level 3 Sylvia Walton Building, La Trobe University,, BUNDOORA VIC 3086",https://www.latrobecollegeaustralia.edu.au,Active,Ongoing pending renewal,15/12/2025,7 years - maximum allowable period and extended for a further 2 years,No, 03312D, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03312D,,
PRV12187,Australian College of the Arts Pty Ltd, Collarts,96 082 799 282,Institute of Higher Education,"208 Wellington Street, Collingwood VIC 3066",http://www.collarts.edu.au,Active,Registered,26/05/2028,7 years - maximum allowable period,No, 03392K, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03392K,http://training.gov.au/Organisation/Details/0109 ,https://www.compared.edu.au/institution/collarts-%28australian-college-of-the-arts%29/
PRV12188,Investment Banking Institute Business School Pty Ltd, Investment Banking Institute Business School Pty Ltd,46 142 988 921,Higher Education Provider,"Level 1, 446 Collins Street, MELBOURNE VIC 3000",http://www.ibibs.edu.au,Inactive,Expired,1/12/2016,Not Applicable,No,,,,
PRV12189,Swinburne College Pty Ltd, Swinburne College Pty Ltd,34 142 617 865,Higher Education Provider,"John Street, HAWTHORN VIC 3122",http://www.swinburne.edu.au/college,Inactive,Withdrawn,8/09/2015,Not Applicable,No,,,,
PRV12200,Photography Holdings Pty Ltd," Photography Studies College (Melbourne), Photography Studies College",40 005 525 306,Institute of Higher Education,"37 - 47 Thistlewaite Street, South Melbourne VIC 3205",http://www.psc.edu.au,Active,Registered,22/10/2031,7 years - maximum allowable period,Yes (Partial), 00257G, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00257G,http://training.gov.au/Organisation/Details/0111 ,https://www.compared.edu.au/institution/photography-studies-college
PRV12202,Vose College, Vose College of Higher Education,46 151 101 325,Higher Education Provider,"20 Hayman Road, BENTLEY WA 6102",http://www.vosecollege.edu.au,Inactive,Expired,31/12/2014,Not Applicable,No,,,,
PRV12203,International Institute of Business & Technology (Australia) Pty Ltd, International Institute of Business and Technology Australia,60 091 276 505,Non Higher Education Provider,"610 Murray Street, West Perth WA 6005",https://www.iibt.edu.au/,Inactive,Not renewed,21/01/2025,Not Applicable,No, 03345F, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03345F,,https://www.compared.edu.au/institution/international-institute-of-business-and-technology
PRV12209,Torrens University Australia Ltd," APM College of Business and Communication, Australasian College of Natural Therapies, Australian Natural College of Beauty, Billy Blue at Torrens University Australia, Billy Blue College of Design, Billy Blue Creative, Blue Mountains International Hotel Management School, BMIHMS@Torrens, CATC Design School, Chifley at Torrens University Australia, Chifley Business School, Jansen Newman Institute, MDS at Torrens University Australia, Media Design School, Torrens University, William Blue College of Hospitality and Tourism, William Blue Dining, Torrens University Language Centre, APM at Torrens University Australia, BBCD at Torrens University Australia, BMIHMS at Torrens University Australia, CBS at Torrens University Australia, Chifley Business School at Torrens University Australia, Torrens University Australia",99 154 937 005,Australian University,"1-37 Foveaux St, Surry Hills NSW 2010",https://www.torrens.edu.au,Active,Ongoing pending renewal,25/09/2024,5 years,Yes, 03389E, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03389E,http://training.gov.au/Organisation/Details/41343 ,https://www.compared.edu.au/institution/torrens-university
PRV13001,Australian Institute of Professional Education Pty Ltd, Australian Institute of Professional Education Pty Ltd,78 126 628 215,Higher Education Provider,"160-166 Sussex Street, SYDNEY NSW 2000",http://www.aipe.edu.au,Inactive,Cancelled,31/12/2016,Not Applicable,No,,,,
PRV13002,Australasian College of Health and Wellness Pty Ltd (formerly MHM Higher Education Pty Ltd), Australasian College of Health and Wellness,16 139 036 721,Institute of Higher Education,"Ground Floor, 7 Macquarie Place, SYDNEY NSW 2000",https://www.achw.edu.au,Active,Ongoing pending renewal,30/03/2025,4 years,No,,,,https://www.compared.edu.au/institution/australasian-college-of-health-and-wellness
PRV13003,TAFE Queensland, TAFE Queensland,72 898 805 093,Institute of Higher Education,"Level 2, A Block, Mt Gravatt Campus, 1030 Cavendish Road Mount Gravatt QLD 4122",https://tafeqld.edu.au/,Active,Ongoing pending renewal,21/08/2024,7 years - maximum allowable period and extended for a further 3 years,No, 03020E, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03020E,http://training.gov.au/Organisation/Details/0275 ,https://www.compared.edu.au/institution/tafe-queensland
PRV13004,West Coast Institute of Training, West Coast Institute,96 285 133 227,Higher Education Provider,"35 Kendrew Crescent, JOONDALUP WA 6027",http://www.wcit.wa.edu.au,Inactive,Withdrawn,11/04/2016,Not Applicable,No,,,,
PRV13020,UNSW Global Pty Limited, UNSW College,62 086 418 582,Institute of Higher Education,"Building L5, UNSW Sydney Campus, 223 Anzac Parade KENSINGTON NSW 2033",https://www.unswcollege.edu.au/,Active,Registered,12/04/2030,7 years - maximum allowable period,No, 01020K, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=01020K,,
PRV14001,Australian College of Nursing Ltd,,48 154 924 642,Institute of Higher Education,"Level 6, 9 Wentworth Street, PARRAMATTA NSW 2150",http://www.acn.edu.au,Active,Registered,2/09/2027,7 years - maximum allowable period,No, 03761A, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03761A,,https://www.compared.edu.au/institution/australian-college-of-nursing
PRV14002,TAFE SA, TAFE South Australia,67 828 419 300,Institute of Higher Education,"Office of TAFE SA, Adelaide City Campus , 120 Currie Street, ADELAIDE SA 5000",http://www.tafesa.edu.au,Active,Registered,22/05/2031,7 years - maximum allowable period,No, 00092B, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00092B,http://training.gov.au/Organisation/Details/41026 ,https://www.compared.edu.au/institution/tafe-south-australia
PRV14003,The Cairnmillar Institute,,27 005 085 423,Institute of Higher Education,"391-393 Tooronga Road, HAWTHORN EAST VIC 3123",http://www.cairnmillar.edu.au,Active,Ongoing pending renewal,9/06/2025,7 years - maximum allowable period and extended for a further 2 years,Yes (Partial), 03530E, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03530E,http://training.gov.au/Organisation/Details/45267 ,https://www.compared.edu.au/institution/the-cairnmillar-institute
PRV14007,Victorian Institute of Technology Pty Ltd, (VIT) Victorian Institute of Technology,41 085 128 525,Institute of Higher Education,"Level 14, 123 Queen Street, MELBOURNE VIC 3000",https://www.vit.edu.au,Active,Ongoing pending renewal,29/06/2025,4 years and extended for a further 1 years,No, 02044E, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=02044E,http://training.gov.au/Organisation/Details/20829 ,https://www.compared.edu.au/institution/victorian-institute-of-teaching
PRV14008,Engineering Institute of Technology Pty Ltd,,39 135 762 426,Institute of Higher Education,"6 - 8 Thelma Street, WEST PERTH WA 6005",http://www.eit.edu.au,Active,Registered,29/11/2030,7 years - maximum allowable period,Yes (Partial), 03567C, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03567C,http://training.gov.au/Organisation/Details/51971 ,https://www.compared.edu.au/institution/engineering-institute-of-technology
PRV14012,Sheridan College Inc., Sheridan Institute of Higher Education,22 506 508 071,Institute of Higher Education,"18/7 Aberdeen Street, PERTH WA 6000",http://www.sheridan.edu.au,Active,Registered,23/09/2031,7 years - maximum allowable period,No, 03391M, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03391M,,https://www.compared.edu.au/institution/sheridan-college-institute-of-higher-education
PRV14013,Russo Business School Pty Ltd (formerly Russo Higher Education 2 Pty Ltd)," Russo Institute of Higher Education, RIHE, Russo Business School",34 601 105 319,Institute of Higher Education,"Sarina Russo Plaza 349 Queen St, BRISBANE QLD 4000",https://www.russo.qld.edu.au,Active,Registered,17/07/2031,7 years - maximum allowable period,No, 03441F, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03441F,,
PRV14014,The Australian Council for Educational Research Limited," ACER, ACER Institute",19 004 398 145,Institute of Higher Education,"19 Prospect Hill Road, CAMBERWELL VIC 3124",http://www.acer.edu.au,Inactive,Withdrawn,31/10/2022,Not Applicable,No,,,,
PRV14015,Elite Education Institute Pty. Ltd., Elite Education Institute,65 162 298 580,Institute of Higher Education,"Level 6, 8 Quay Street, Haymarket NSW 2000",http://www.ee.edu.au,Active,Ongoing pending renewal,21/10/2024,4 years,No, 03390A, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03390A,,https://www.compared.edu.au/institution/elite-education-institute
PRV14016,The Tax Institute,,45 008 392 372,Institute of Higher Education,"Level 37, 100 Miller Street, NORTH SYDNEY NSW 2060",http://www.taxinstitute.com.au,Inactive,Withdrawn,11/05/2022,Not Applicable,No,,,,
PRV14018,Central Institute of Technology,,21 037 228 874,Higher Education Provider,"25 Aberdeen Street, NORTHBRIDGE WA 6003",http://www.central.wa.edu.au,Inactive,Withdrawn,11/04/2016,Not Applicable,No,,,,
PRV14022,The Australasian College of Dermatologists,,99 411 356 609,Institute of Higher Education,"Level 6, 33 Chandos Street, St Leonards NSW 2065",http://www.dermcoll.edu.au,Inactive,Expired,28/04/2025,Not Applicable,No,,,http://training.gov.au/Organisation/Details/40915 ,
PRV14039,National Institute of Organisation Dynamics Australia Ltd, National Institute of Organisation Dynamics Australia,97 897 654 659,Institute of Higher Education,"134-166 Ryans Lane, Toolern Vale VIC 3337",http://www.nioda.org.au,Active,Ongoing pending renewal,17/03/2025,4 years,No,,,,https://www.compared.edu.au/institution/national-institute-of-organisation-dynamics-australia
PRV14040,Institute of Health & Management Pty Ltd, IHM Australia,19 155 760 437,Institute of Higher Education,"Level 2, 187 Boundary Road, North Melbourne VIC 3051",http://www.ihm.edu.au,Active,Ongoing pending renewal,22/01/2025,7 years - maximum allowable period and extended for a further 3 years,No, 03407G, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03407G,,https://www.compared.edu.au/institution/institute-of-health-and-management
PRV14041,IIBIT AHE PTY LTD (formerly Infotech Professionals Pty Limited)," IIBIT Australian Higher Education, IIBIT Australian Graduate School, Global Higher Education",13 636 305 881,Institute of Higher Education,"Level 2, 127 Rundle Mall, Adelaide SA 5000",https://globalhe.edu.au/,Active,Registered,24/05/2028,5 years,No, 04219D, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04219D,,
PRV14045,Ozford Institute of Higher Education Pty Ltd, Ozford Institute of Higher Education,33 165 694 351,Institute of Higher Education,"333 Queen street, MELBOURNE VIC 3000",http://www.ozford.edu.au,Active,Ongoing pending renewal,18/03/2024,4 years,No, 03429B, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03429B,,https://www.compared.edu.au/institution/ozford-institute-of-higher-education
PRV14046,Performing Arts Education Pty Ltd, Australian Performing Arts Conservatory,11 009 772 481,Institute of Higher Education,"Level 5, 102 Adelaide Street, BRISBANE QLD 4000",https://www.apac.edu.au,Active,Registered,11/12/2031,7 years - maximum allowable period,No," 03879G, 03897G", http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03879G,http://training.gov.au/Organisation/Details/30372 ,
PRV14049,Polytechnic Institute Australia Pty Ltd," Polytechnic Institute Australia, Australian Polytechnic Institute",34 145 333 795,Institute of Higher Education,"Level 16, 233 Castlereagh Street, SYDNEY NSW 2000",http://www.pia.edu.au,Active,Registered,28/08/2031,7 years - maximum allowable period,No, 03535M, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03535M,,https://www.compared.edu.au/institution/polytechnic-institute-australia-pty-ltd
PRV14050,Stanley International College Pty Ltd, Stanley College,16 130 977 221,Institute of Higher Education,"69 Outram Street, West Perth WA 6005",http://www.stanleycollege.edu.au,Active,Registered,11/09/2031,7 years - maximum allowable period,No, 03047E, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03047E,http://training.gov.au/Organisation/Details/51973 ,
PRV14055,Proteus Technologies Pty Ltd, Ikon Institute of Australia,95 112 989 581,Institute of Higher Education,"Level 3, 1-59 Quay St,, Haymarket NSW 2000",https://www.ikon.edu.au,Active,Registered,31/07/2031,7 years - maximum allowable period,No, 03581E, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03581E,,https://www.compared.edu.au/institution/ikon-institute-of-australia
PRV14066,Southern Cross Education Institute (Higher Education) Pty Ltd,,79 605 294 997,Institute of Higher Education,"155-161 Boundary Road, NORTH MELBOURNE VIC 3051",http://www.scei-he.edu.au,Active,Ongoing pending renewal,30/11/2022,3 years and extended for a further 2 years,No, 03739K, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03739K,,
PRV14078,Leaders Institute Pty Ltd," Australian Agribusiness Institute, Australian Business Institute, Leaders Institute",99 605 807 305,Institute of Higher Education,"76 Park Road, WOOLLOONGABBA QLD 4102",http://www.leaders.edu.au,Active,Ongoing pending renewal,13/01/2025,4 years and 6 months and extended for a further 2 years,No, 03732F, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03732F,,https://www.compared.edu.au/institution/leaders-institute
PRV14082,BBI The Australian Institute of Theological Education (formerly The Broken Bay Institute), BBI The Australian Institute of Theological Education,22 161 120 118,Institute of Higher Education,"Caroline Chisholm Centre, 423 Pennant Hills Road, PENNANT HILLS NSW 2120",http://www.bbi.catholic.edu.au,Active,Registered,1/09/2025,7 years - maximum allowable period and extended for a further 2 years,No,,,,https://www.compared.edu.au/institution/bbi-the-australian-institute-of-theological-education
PRV14085,The Institute of International Studies (TIIS) Pty Ltd, The Institute of International Studies (TIIS),37 605 540 547,Institute of Higher Education,"Level 4, 22 Market Street, SYDNEY NSW 2000",https://tiis.edu.au,Active,Registered,20/12/2026,4 years,No, 03705J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03705J,,
PRV14095,Health Education and Training Institute, HETI,82 914 196 002,Institute of Higher Education,"1 Reserve Road, St Leonards NSW 2065",http://www.heti.nsw.gov.au,Active,Registered,27/10/2025,7 years - maximum allowable period and extended for a further 2 years,No,,,http://training.gov.au/Organisation/Details/90198 ,https://www.compared.edu.au/institution/health-education-and-training-institute
PRV14102,ISN Psychology Pty Ltd,,16 607 683 303,Institute of Higher Education,"R15/443 Upper Heidelberg Road, IVANHOE VIC 3079",http://www.isn.edu.au,Active,Ongoing pending renewal,1/02/2024,7 years - maximum allowable period,No,,,,https://www.compared.edu.au/institution/isn-psychology-pty-ltd
PRV14258,Australian Campus Management Pty Ltd, Canterbury Institute of Management,66 101 617 396,Institute of Higher Education,"21 Regent Street, Redfern NSW 2016",https://www.ciom.edu.au,Active,Ongoing pending renewal,22/05/2024,5 years,No, 03809A, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03809A,,
PRV14266,Higher Education Leadership Institute Pty Ltd, Higher Education Leadership Institute,71 606 961 451,Institute of Higher Education,"Level 10, 160 Sussex Street Sydney NSW 2000",http://www.heli.edu.au,Active,Registered,17/12/2031,7 years - maximum allowable period,No, 03845H, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03845H,,https://www.compared.edu.au/institution/higher-education-leadership-institute
PRV14272,South Metropolitan TAFE, South Metropolitan TAFE,15 965 263 323,Higher Education Provider,"c/o Polytechnic West, Bentley Campus, Hayman Road, BENTLEY WA 6102",http://www.southmetrotafe.wa.edu.au,Inactive,Expired,31/12/2019,Not Applicable,No,,,http://training.gov.au/Organisation/Details/52787 ,https://www.compared.edu.au/institution/south-metropolitan-tafe
PRV14273,North Metropolitan TAFE, North Metropolitan TAFE,23 489 495 403,Higher Education Provider,"25 Aberdeen Street, NORTHBRIDGE WA 6003",http://www.northmetrotafe.wa.edu.au,Inactive,Withdrawn,14/10/2020,Not Applicable,No,,,http://training.gov.au/Organisation/Details/52786 ,
PRV14276,Texila College Australia Pty Ltd, Texila College Australia,20 614 451 286,Institute of Higher Education,"Level 3 440 Elizabeth Street, MELBOURNE VIC 3000",https://www.texila.edu.au/,Active,Ongoing pending renewal,27/10/2025,5 years,No, 03894K, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03894K,,
PRV14278,Western Sydney University International College Pty Ltd, Western Sydney University International College,25 604 796 189,Institute of Higher Education,"Level 6, 6 Hassall Street, PARRAMATTA NSW 2150",https://internationalcollege.westernsydney.edu.au/,Active,Registered,6/11/2031,7 years - maximum allowable period,Yes (Partial), 03663C, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03663C,,
PRV14279,EQUALS International (Aust) Pty Ltd, EQUALS International,81 078 991 858,Institute of Higher Education,"81 Currie Street, Adelaide SA 5000",http://www.equals.edu.au,Active,Registered,19/02/2032,7 years - maximum allowable period,No, 02804C, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=02804C,http://training.gov.au/Organisation/Details/3492 ,https://www.compared.edu.au/institution/equals-international
PRV14280,Sydney Metropolitan Institute of Technology Pty Ltd, Sydney Met,60 607 943 500,Institute of Higher Education,"Suite 301-303, Level 3, 447 Kent Street Sydney NSW 2000",https://www.sydneymet.edu.au/,Active,Ongoing pending renewal,20/10/2025,5 years and 1 months,No, 03906M, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03906M,,
PRV14283,Australian Chiropractic College Limited, The Australian Chiropractic College,84 612 258 072,Institute of Higher Education,"Level 1, Downie House, 83 Currie Street ADELAIDE SA 5000",https://acc.sa.edu.au/,Active,Ongoing pending renewal,31/01/2024,5 years and 1 months,No, 03943F, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03943F,,
PRV14288,Universal Higher Education Pty Ltd, Universal Higher Education,57 608 244 417,Institute of Higher Education,"Level 1, 131 Queen Street, Melbourne VIC 3000",https://www.uhe.edu.au/,Active,Ongoing pending renewal,31/08/2024,5 years,No, 03848E, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03848E,,
PRV14297,Sicop Education & Technology Pty Ltd, Gateway Business College,58 153 149 145,Institute of Higher Education,"Level 2, Suite  4B, 5 & 6 Burwood NSW 2134",http://www.gatewaycollege.com.au,Active,Ongoing pending renewal,6/03/2024,5 years,No, 03383M, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03383M,http://training.gov.au/Organisation/Details/40480 ,
PRV14300,Lyons Education Group Pty Ltd (formerly Coleraine Share Trading Pty Ltd), Lyons College,64 132 773 249,Institute of Higher Education,"Level 4, 303 Collins Street Melbourne VIC 3000",http://www.lyons.edu.au,Active,Ongoing pending renewal,9/10/2024,5 years,No, 03578M, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03578M,http://training.gov.au/Organisation/Details/21986 ,
PRV14301,Crown Institute of Higher Education Pty Ltd, Crown Institute of Higher Education,22 611 573 301,Institute of Higher Education,"116 Pacific Highway, North Sydney NSW 2060",https://www.cihe.edu.au,Active,Registered,30/04/2032,7 years - maximum allowable period,No, 03744B, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03744B,http://training.gov.au/Organisation/Details/91371 ,
PRV14303,National Academy of Professional Studies Pty Ltd, National Academy of Professional Studies (NAPS),75 615 581 041,Institute of Higher Education,"Level 4, 136 Chalmers Street Surry Hills NSW 2010",https://www.naps.edu.au,Active,Registered,24/02/2026,5 years,No, 04009C, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04009C,,
PRV14305,Mpika Holdings Pty Ltd, Churchill Institute of Higher Education,91 612 507 141,Institute of Higher Education,"Level 1, 16-18 Wenworth Street PARRAMATTA NSW 2150",https://www.churchill.nsw.edu.au,Active,Registered,26/10/2026,5 years,No, 04082E, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04082E,,
PRV14310,Kontea Pty Ltd, Australian Industrial Systems Institute,74 123 724 336,Non Higher Education Provider,"Level 1, 398 LONSDALE STREET Melbourne VIC 3000",http://WWW.AISI.EDU.AU,Inactive,Expired,31/12/2024,Not Applicable,No,,,http://training.gov.au/Organisation/Details/21916 ,
PRV14311,Australia Advance Education Group Pty Ltd," Sydney Global School of Technology and Commerce, Sydney International School of Technology and Commerce",74 613 055 440,Institute of Higher Education,"Level 14/233 Castlereagh Street, Sydney NSW 2000",https://sistc.nsw.edu.au/,Active,Ongoing pending renewal,23/10/2024,5 years,No, 03836J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03836J,,
PRV14313,Australian School of Accounting Pty Ltd," ASA Institute of Higher Education, Australian School of Accounting",85 617 180 079,Institute of Higher Education,"Level 9, 140 Elizabeth Street Sydney NSW 2000",http://www.asahe.com.au,Active,Ongoing pending renewal,20/11/2024,5 years,No, 03847F, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03847F,,
PRV14316,Australian Institute of Business Intelligence Pty Ltd," AIBI Higher Education, AIBI HE",82 613 610 763,Institute of Higher Education,"Suite 510 / 451 Pitt St, Haymarket NSW 2000",https://www.aibi.edu.au,Active,Registered,19/02/2032,7 years - maximum allowable period,No, 03844J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03844J,,
PRV14317,Edvantage Institute Australia Pty Ltd (formerly Global Higher Education Australia Pty Ltd),,32 617 256 818,Institute of Higher Education,"337-339 La Trobe St, Melbourne VIC 3000",https://eia.edu.au/,Active,Ongoing pending renewal,18/03/2025,5 years,No, 03879J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03879J,,
