CourseID,ProviderID,CourseName,Accreditation,AccrediationDate,AccreditationStatusDate,AccreditationStatus,Years,LOTE
CRS1400299,PRV14049,Bachelor of Business (Marketing),Active,28/08/2024,28/08/2031,Accredited,7 years - maximum allowable period,No
CRS1400300,PRV14049,Diploma of Business,Active,28/08/2024,28/08/2031,Accredited,7 years - maximum allowable period,No
CRS1400301,PRV12071,Graduate Certificate in Management,Active,17/12/2015,17/12/2025,Accredited,7 years - maximum allowable period and extended for a further 3 years,No
CRS1400302,PRV12071,Graduate Diploma in Management,Active,17/12/2015,17/12/2025,Accredited,7 years - maximum allowable period and extended for a further 3 years,No
CRS1400303,PRV12071,Master of Business Administration,Active,17/12/2015,17/12/2025,Accredited,7 years - maximum allowable period and extended for a further 3 years,No
CRS1400304,PRV12058,Master of Counselling and Applied Psychotherapy,Inactive,10/12/2015,10/12/2022,Expired,Not Applicable,No
CRS1400305,PRV12058,Graduate Diploma of Counselling,Inactive,10/12/2015,10/12/2022,Expired,Not Applicable,No
CRS1400306,PRV12058,Graduate Certificate in Counselling,Inactive,10/12/2015,10/12/2022,Expired,Not Applicable,No
CRS1400307,PRV12059,Bachelor of Applied Finance and Accounting,Inactive,17/12/2015,17/12/2022,Expired,Not Applicable,No
CRS1400308,PRV12059,Associate Degree in Applied Finance and Accounting,Inactive,17/12/2015,17/12/2022,Expired,Not Applicable,No
CRS1400309,PRV12059,Diploma of Applied Finance and Accounting,Inactive,17/12/2015,17/12/2022,Expired,Not Applicable,No
CRS1400310,PRV12142,Associate Degree of Early Years Studies,Active,5/04/2022,5/04/2029,Accredited,7 years - maximum allowable period,No
CRS1400311,PRV12030,Graduate Certificate in Self Managed Superannuation Funds,Active,23/12/2015,23/12/2025,Accredited,7 years - maximum allowable period and extended for a further 3 years,No
CRS1400312,PRV12142,Bachelor of Education (Early Years and Primary) (formerly Bachelor of Education (Early Years)),Active,5/04/2022,5/04/2029,Accredited,7 years - maximum allowable period,No
CRS1400313,PRV12041,Doctor of Business Administration,Active,18/11/2024,18/11/2031,Accredited,7 years - maximum allowable period,No
CRS1400314,PRV12064,Graduate Diploma of Music,Inactive,1/03/2016,1/03/2023,Expired,Not Applicable,No
CRS1400315,PRV12142,Bachelor of Songwriting and Music Production,Active,6/04/2023,6/04/2030,Accredited,7 years - maximum allowable period,No
CRS1400316,PRV12142,Associate Degree of Songwriting and Music Production,Active,6/04/2023,6/04/2030,Accredited,7 years - maximum allowable period,No
CRS1400317,PRV12005,Diploma of Interactive Media,Inactive,17/11/2022,11/03/2025,Expired,Not Applicable,No
CRS1400318,PRV14008,Graduate Diploma of Engineering (Electrical Systems),Active,22/02/2023,22/02/2030,Accredited,7 years - maximum allowable period,No
CRS1400319,PRV14008,Master of Engineering (Electrical Systems),Active,22/02/2023,22/02/2030,Accredited,7 years - maximum allowable period,No
CRS1400320,PRV12017,Diploma of Classical Languages,Active,6/11/2023,6/11/2030,Accredited,7 years - maximum allowable period,No
CRS1400321,PRV12047,Diploma of Theology,Active,24/11/2021,24/11/2028,Accredited,7 years - maximum allowable period,No
CRS1400322,PRV12059,Master of Accounting Practice,Inactive,18/11/2015,18/11/2022,Expired,Not Applicable,No
CRS1400323,PRV14008,Bachelor of Science (Industrial Automation Engineering),Active,23/01/2023,23/01/2030,Accredited,7 years - maximum allowable period,No
CRS1400324,PRV14008,Bachelor of Science (Mechanical Engineering),Active,23/01/2023,23/01/2030,Accredited,7 years - maximum allowable period,No
CRS1400325,PRV14008,Bachelor of Science (Electrical Engineering),Active,23/01/2023,23/01/2030,Accredited,7 years - maximum allowable period,No
CRS1400326,PRV14008,Bachelor of Science (Civil and Structural Engineering),Active,23/01/2023,23/01/2030,Accredited,7 years - maximum allowable period,No
CRS1400327,PRV14014,Graduate Certificate of Education (Teaching Mathematics),Inactive,26/04/2016,26/04/2023,Provider Registration Withdrawn,Not Applicable,No
CRS1400328,PRV14055,Bachelor of Arts Therapy (formerly Bachelor of Arts Psychotherapy),Active,29/06/2023,29/06/2030,Accredited,7 years - maximum allowable period,No
CRS1400329,PRV14055,Bachelor of Counselling and Psychotherapy (formerly Bachelor of Integrative Psychotherapy),Active,29/06/2023,29/06/2030,Accredited,7 years - maximum allowable period,No
CRS1400330,PRV14273,Associate Degree of Visual Art,Inactive,20/02/2018,14/10/2020,Withdrawn,Not Applicable,No
CRS1400331,PRV14273,Associate Degree of Design,Inactive,20/02/2018,14/10/2020,Withdrawn,Not Applicable,No
CRS1400332,PRV14273,Associate Degree in Education (Early Childhood),Inactive,16/11/2017,31/12/2018,Expired,Not Applicable,No
CRS1400333,PRV14273,Diploma of Commerce,Inactive,2/02/2018,14/10/2020,Withdrawn,Not Applicable,No
CRS1400334,PRV14272,Diploma of Network Technology,Inactive,11/04/2016,30/06/2018,Expired,Not Applicable,No
CRS1400335,PRV14272,Diploma of Programming (Applications),Inactive,11/04/2016,30/06/2018,Expired,Not Applicable,No
CRS1400336,PRV14272,Associate Degree of Fashion Business,Inactive,11/04/2016,30/06/2018,Expired,Not Applicable,No
CRS1400337,PRV14272,Associate Degree of Software Development (Mobile Applications),Inactive,11/04/2016,30/06/2018,Expired,Not Applicable,No
CRS1400338,PRV14272,Associate Degree of Business,Inactive,11/04/2016,30/06/2018,Expired,Not Applicable,No
CRS1400339,PRV14272,Associate Degree of Hospitality Management,Inactive,11/04/2016,30/06/2018,Expired,Not Applicable,No
CRS1400340,PRV14272,Associate Degree of Network Technology,Inactive,11/04/2016,30/06/2018,Expired,Not Applicable,No
CRS1400341,PRV14272,Associate Degree of Aviation (Aeronautics),Inactive,11/04/2016,30/06/2018,Expired,Not Applicable,No
CRS1400342,PRV14272,Associate Degree of Aviation (Operations Management),Inactive,11/04/2016,30/06/2018,Expired,Not Applicable,No
CRS1400343,PRV12006,Bachelor of Applied Social Science,Inactive,30/05/2016,30/05/2025,Expired,Not Applicable,No
CRS1400344,PRV12006,Graduate Diploma of Applied Social Science,Active,30/05/2016,30/05/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400345,PRV12166,Diploma of Commerce (formerly Diploma of Business),Active,7/09/2023,7/09/2030,Accredited,7 years - maximum allowable period,No
CRS1400346,PRV12166,Diploma of Hotel Management,Active,7/09/2023,7/09/2030,Accredited,7 years - maximum allowable period,No
CRS1400347,PRV12166,Diploma of Communications & Creative Industries,Active,7/09/2023,7/09/2030,Accredited,7 years - maximum allowable period,No
CRS1400348,PRV12166,Diploma of Science (Computing/IT),Active,7/09/2023,7/09/2030,Accredited,7 years - maximum allowable period,No
CRS1400349,PRV12166,Diploma of Science (Health Studies),Inactive,23/06/2023,30/12/2024,Expired,Not Applicable,No
CRS1400350,PRV12166,Diploma of Science (Engineering Studies),Active,7/09/2023,7/09/2030,Accredited,7 years - maximum allowable period,No
CRS1400351,PRV14002,Associate Degree in Biomedical Engineering,Active,22/05/2024,22/05/2031,Accredited,7 years - maximum allowable period,No
CRS1400352,PRV14002,Associate Degree in Electrical Engineering,Active,22/05/2024,22/05/2031,Accredited,7 years - maximum allowable period,No
CRS1400353,PRV14002,Associate Degree in Civil and Structural Engineering (Design Drafting),Active,22/05/2024,22/05/2031,Accredited,7 years - maximum allowable period,No
CRS1400354,PRV14002,Associate Degree in Civil and Structural Engineering (Site Management),Inactive,9/02/2024,4/07/2025,Expired,Not Applicable,No
CRS1400355,PRV14003,Master of Professional Psychology,Inactive,16/06/2016,16/06/2025,Expired,Not Applicable,No
CRS1400356,PRV14012,Diploma of Business,Active,31/10/2019,31/10/2026,Accredited,7 years - maximum allowable period,No
CRS1400357,PRV14012,Diploma of Arts,Active,31/03/2020,31/03/2027,Accredited,7 years - maximum allowable period,No
CRS1400358,PRV14012,Diploma of Science,Active,20/12/2019,20/12/2026,Accredited,7 years - maximum allowable period,No
CRS1400359,PRV12130,Graduate Certificate in Theological Studies,Inactive,21/06/2016,30/06/2019,Withdrawn,Not Applicable,No
CRS1400360,PRV12130,Graduate Diploma in Theological Studies,Inactive,21/06/2016,30/06/2019,Withdrawn,Not Applicable,No
CRS1400361,PRV12130,Master of Arts (Theology),Inactive,21/06/2016,30/06/2019,Withdrawn,Not Applicable,No
CRS1400362,PRV12130,Master of Sacred Theology,Inactive,21/06/2016,30/06/2019,Withdrawn,Not Applicable,No
CRS1400363,PRV12153,Bachelor of Culinary Arts and Sciences,Inactive,21/06/2016,30/06/2025,Expired,Not Applicable,No
CRS1400364,PRV12153,Master of Food Systems and Gastronomy,Inactive,21/06/2016,30/06/2025,Expired,Not Applicable,No
CRS1400365,PRV12153,Graduate Certificate in Food Systems and Gastronomy,Inactive,21/06/2016,30/06/2025,Expired,Not Applicable,No
CRS1400366,PRV12153,Bachelor of Culinary Arts and Sciences (Professional Practice),Inactive,21/06/2016,30/06/2025,Expired,Not Applicable,No
CRS1400367,PRV12153,Graduate Diploma in Food Systems and Gastronomy,Inactive,21/06/2016,30/06/2025,Expired,Not Applicable,No
CRS1400368,PRV12153,Bachelor of Tourism (Ecotourism),Inactive,21/06/2016,30/06/2025,Expired,Not Applicable,No
CRS1400369,PRV12153,Associate Degree in Tourism,Inactive,21/06/2016,30/06/2025,Expired,Not Applicable,No
CRS1400370,PRV14022,Master of Dermatology,Inactive,28/04/2016,28/04/2025,Provider Registration not renewed,Not Applicable,No
CRS1400371,PRV12129,Bachelor of Sport Business,Active,13/12/2023,13/12/2030,Accredited,7 years - maximum allowable period,No
CRS1400372,PRV14272,Diploma of Business,Inactive,29/06/2016,31/12/2019,Expired,Not Applicable,No
CRS1400373,PRV14272,Diploma of Computer Science,Inactive,29/06/2016,31/12/2019,Expired,Not Applicable,No
CRS1400374,PRV14272,Associate Degree of Mobile Development,Inactive,29/06/2016,31/12/2019,Expired,Not Applicable,No
CRS1400375,PRV14272,Associate Degree of Business,Inactive,29/06/2016,31/12/2019,Expired,Not Applicable,No
CRS1400376,PRV14272,Associate Degree in Hospitality Management,Inactive,29/06/2016,31/12/2019,Expired,Not Applicable,No
CRS1400377,PRV14272,Associate Degree of Networking,Inactive,29/06/2016,31/12/2019,Expired,Not Applicable,No
CRS1400380,PRV12153,Bachelor of Tourism (Marketing),Inactive,21/06/2016,30/06/2025,Expired,Not Applicable,No
CRS1400381,PRV12153,Bachelor of Tourism,Inactive,21/06/2016,30/06/2025,Expired,Not Applicable,No
CRS1400382,PRV12078,Diploma of Social & Psychological Science,Active,13/07/2016,31/12/2025,Accredited,7 years - maximum allowable period and extended for a further 30 months,No
CRS1400383,PRV12078,Diploma of Science,Active,1/03/2023,1/03/2030,Accredited,7 years - maximum allowable period,No
CRS1400384,PRV12064,Executive Master of Business Administration,Inactive,20/07/2016,28/09/2016,Withdrawn,Not Applicable,No
CRS1400385,PRV12064,Graduate Certificate in Business Administration,Inactive,20/07/2016,18/05/2021,Cancelled at Provider Request,Not Applicable,No
CRS1400386,PRV12064,Graduate Diploma of Business Administration,Active,29/06/2023,29/06/2030,Accredited,7 years - maximum allowable period,No
CRS1400387,PRV12064,Master of Business Administration,Active,29/06/2023,29/06/2030,Accredited,7 years - maximum allowable period,No
CRS1400388,PRV12049,Bachelor of Business,Active,2/12/2024,2/12/2031,Accredited,7 years - maximum allowable period,No
CRS1400389,PRV12049,Associate Degree of Business,Active,2/12/2024,2/12/2031,Accredited,7 years - maximum allowable period,No
CRS1400390,PRV12049,Diploma of Business,Active,2/12/2024,2/12/2031,Accredited,7 years - maximum allowable period,No
CRS1400391,PRV14272,Associate Degree of Fashion Business,Inactive,29/06/2016,31/12/2019,Expired,Not Applicable,No
CRS1400392,PRV14272,Associate Degree in Aviation (Operations Management),Inactive,29/06/2016,31/12/2019,Expired,Not Applicable,No
CRS1400393,PRV14012,Master of Education,Active,4/12/2023,4/12/2030,Accredited,7 years - maximum allowable period,No
CRS1400394,PRV14012,Graduate Certificate of Education,Active,4/12/2023,4/12/2030,Accredited,7 years - maximum allowable period,No
CRS1400395,PRV12031,Bachelor of Digital Media,Active,24/01/2024,15/08/2025,Course in teach out,1 years and 7 months,No
CRS1400396,PRV12049,Diploma of 3D Art and Animation,Active,2/08/2023,2/08/2030,Accredited,7 years - maximum allowable period,No
CRS1400397,PRV14082,Master of Religious Education,Active,1/09/2016,1/09/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400398,PRV14082,Graduate Diploma in Religious Education,Active,1/09/2016,1/09/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400399,PRV14082,Graduate Certificate in Religious Education,Active,1/09/2016,1/09/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400400,PRV14082,Master of Leadership and Theology,Active,1/09/2016,1/09/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400401,PRV14082,Graduate Diploma in Leadership and Theology,Active,1/09/2016,1/09/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400402,PRV14082,Graduate Certificate in Leadership and Theology,Active,1/09/2016,1/09/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400403,PRV14082,Master of Theological Studies,Active,1/09/2016,1/09/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400404,PRV14082,Graduate Diploma in Theological Studies,Active,1/09/2016,1/09/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400405,PRV14082,Graduate Certificate in Theological Studies,Active,1/09/2016,1/09/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400406,PRV14082,Graduate Diploma in Governance and Canon Law,Active,1/09/2016,1/09/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400407,PRV14082,Graduate Certificate in Governance and Canon Law,Active,1/09/2016,1/09/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400408,PRV12031,Diploma of Digital Media,Active,24/01/2024,15/08/2025,Course in teach out,1 years and 7 months,No
CRS1400409,PRV14003,Doctor of Psychology (Clinical Psychology) ,Active,14/09/2016,14/09/2025,Pending Renewal,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400410,PRV12042,Master of Creative Industries,Active,15/01/2024,15/01/2031,Accredited,7 years - maximum allowable period,No
CRS1400411,PRV12042,Graduate Diploma of Creative Industries,Active,15/01/2024,15/01/2031,Accredited,7 years - maximum allowable period,No
CRS1400412,PRV12042,Graduate Certificate in Creative Industries,Active,15/01/2024,15/01/2031,Accredited,7 years - maximum allowable period,No
CRS1400414,PRV14278,Diploma in Business,Active,13/12/2017,31/12/2025,Accredited,5 years and extended for a further 37 months,No
CRS1400415,PRV14095,Graduate Diploma in Applied Mental Health Studies,Inactive,27/10/2016,27/10/2025,Expired,Not Applicable,No
CRS1400416,PRV14039,Master of Leadership and Management (Organisation Dynamics),Active,5/07/2023,17/03/2027,Accredited,1 years and 9 months and extended for a further 2 years,No
CRS1400417,PRV12027,Diploma of Social Science,Inactive,21/10/2016,21/10/2025,Cancelled at Provider Request,Not Applicable,No
CRS1400418,PRV14002,Bachelor of Hospitality Management,Inactive,25/10/2016,25/10/2023,Expired,Not Applicable,No
CRS1400419,PRV14002,Associate Degree in Primary Health and Wellbeing,Inactive,25/10/2016,25/08/2023,Cancelled at Provider Request,Not Applicable,No
CRS1400420,PRV12078,Diploma of Arts & Communication,Inactive,8/11/2016,8/11/2023,Expired,Not Applicable,No
CRS1400421,PRV12049,Diploma of Adult Education,Inactive,8/11/2016,8/11/2023,Expired,Not Applicable,No
CRS1400422,PRV14040,Graduate Certificate in Nursing (Program For Internationally Qualified Nurses),Inactive,23/09/2016,19/09/2019,Cancelled at Provider Request,Not Applicable,No
CRS1400423,PRV14095,Master of Applied Mental Health Studies,Active,27/10/2016,28/02/2026,Accredited,7 years - maximum allowable period and extended for a further 29 months,No
CRS1400424,PRV14095,Graduate Certificate in Applied Mental Health Studies,Inactive,27/10/2016,27/10/2025,Expired,Not Applicable,No
CRS1400425,PRV14095,Master of Psychiatric Medicine,Active,27/10/2016,27/10/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400426,PRV14095,Graduate Diploma in Psychiatric Medicine,Active,27/10/2016,27/10/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400427,PRV14095,Graduate Certificate in Psychiatric Medicine,Active,27/10/2016,27/10/2025,Accredited,7 years - maximum allowable period and extended for a further 2 years,No
CRS1400428,PRV12088,Graduate Certificate in Ministry Studies,Inactive,23/11/2016,27/02/2023,Expired,Not Applicable,No
CRS1400429,PRV12153,Master of Philosophy (Major Thesis),Active,30/11/2016,22/01/2032,Accredited,7 years - maximum allowable period and extended for a further 98 months,No
CRS1400430,PRV12153,Master of Philosophy (Praxis and Exegesis),Inactive,30/11/2016,30/06/2025,Expired,Not Applicable,No
CRS1400431,PRV12063,Graduate Certificate in Business,Active,21/12/2020,21/12/2027,Accredited,7 years - maximum allowable period,No
CRS1400432,PRV12063,Graduate Diploma in Business,Active,21/12/2020,21/12/2027,Accredited,7 years - maximum allowable period,No
CRS1400433,PRV12063,Master of Business ,Active,21/12/2020,21/12/2027,Accredited,7 years - maximum allowable period,No
CRS1400434,PRV12063,Master of Professional Accounting,Active,21/12/2020,21/12/2027,Accredited,7 years - maximum allowable period,No
CRS1400435,PRV12063,Graduate Diploma in Professional Accounting,Active,21/12/2020,21/12/2027,Accredited,7 years - maximum allowable period,No
CRS1400436,PRV12063,Graduate Certificate in Professional Accounting,Active,21/12/2020,21/12/2027,Accredited,7 years - maximum allowable period,No
CRS1400437,PRV14015,Graduate Certificate in Business,Active,7/07/2022,7/07/2029,Accredited,7 years - maximum allowable period,No
CRS1400438,PRV12005,Associate Degree in Information Technology (Games Programming),Active,15/01/2024,14/11/2025,Course in teach out,1 years and 10 months,No
CRS1400439,PRV12005,Bachelor of Information Technology (Games Programming),Active,15/01/2024,14/11/2025,Course in teach out,1 years and 10 months,No
CRS1400440,PRV12005,Diploma of Information Technology,Active,15/01/2024,14/11/2025,Course in teach out,1 years and 10 months,No
CRS1400441,PRV12005,Associate Degree in Information Technology (Mobile Application Development),Active,13/02/2024,28/10/2027,Accredited,3 years and 9 months,
CRS1400442,PRV12187,Bachelor of Music Production (formerly Bachelor of Arts (Music Production)),Active,12/04/2023,12/04/2030,Accredited,7 years - maximum allowable period,No
CRS1400443,PRV12187,Diploma of Music Production (formerly Diploma of Arts (Music Production)),Active,12/04/2023,12/04/2030,Accredited,7 years - maximum allowable period,No
CRS1400444,PRV12187,Bachelor of Digital and Social Media (formerly Bachelor of Arts (Digital & Social Media)),Active,12/04/2023,12/04/2030,Accredited,7 years - maximum allowable period,No
CRS1400445,PRV12187,Diploma of Digital and Social Media (formerly Diploma of Arts (Digital & Social Media)),Active,12/04/2023,12/04/2030,Accredited,7 years - maximum allowable period,No
CRS1400446,PRV12149,Master of Teaching (Primary),Active,14/10/2022,14/10/2029,Accredited,7 years - maximum allowable period,No
CRS1400447,PRV12149,Master of Teaching (Secondary),Active,14/10/2022,14/10/2029,Accredited,7 years - maximum allowable period,No
CRS1400448,PRV12049,Diploma of Sustainable Indigenous Communities,Inactive,22/12/2016,23/03/2024,Expired,Not Applicable,No
CRS1400449,PRV12049,Diploma of Applied Commerce,Active,23/12/2016,28/02/2027,Accredited,7 years - maximum allowable period and extended for a further 39 months,No
CRS1400450,PRV12049,Diploma of Sustainable Practice,Active,6/06/2024,6/06/2031,Accredited,7 years - maximum allowable period,No
CRS1400451,PRV14049,Bachelor of Networking and Telecommunications,Active,18/09/2024,18/09/2031,Accredited,7 years - maximum allowable period,No
CRS1400452,PRV14049,Diploma of Networking Technology,Active,18/09/2024,18/09/2031,Accredited,7 years - maximum allowable period,No
CRS1400453,PRV14102,Bachelor of Psychological Science,Inactive,1/02/2017,1/02/2024,Expired,Not Applicable,No
CRS1400454,PRV14102,Master of Psychology (Clinical),Active,1/02/2017,1/02/2024,Pending Renewal,7 years - maximum allowable period,No
CRS1400455,PRV12042,Diploma of Audio Production,Inactive,22/02/2017,22/02/2024,Expired,Not Applicable,No
CRS1400456,PRV12042,Diploma of Music Production,Inactive,22/02/2017,22/02/2024,Expired,Not Applicable,No
CRS1400457,PRV12042,Diploma of Game Development,Inactive,22/02/2017,22/02/2024,Expired,Not Applicable,No
CRS1400458,PRV12042,Diploma of 3D Animation,Inactive,22/02/2017,22/02/2024,Expired,Not Applicable,No
CRS1400459,PRV12042,Diploma of Graphic Design,Inactive,22/02/2017,22/02/2024,Expired,Not Applicable,No
CRS1400460,PRV12042,Diploma of Film,Inactive,22/02/2017,22/02/2024,Expired,Not Applicable,No
CRS1400464,PRV12049,Bachelor of Applied Commerce,Active,25/01/2024,25/01/2031,Accredited,7 years - maximum allowable period,No
CRS1400465,PRV12049,Diploma of Information Technology,Active,23/02/2024,23/02/2031,Accredited,7 years - maximum allowable period,No
CRS1400466,PRV12049,Bachelor of Community Services,Active,23/02/2024,23/02/2031,Accredited,7 years - maximum allowable period,No
CRS1400467,PRV12009,Bachelor of Counselling (Honours),Inactive,30/03/2017,30/03/2024,Expired,Not Applicable,No
CRS1400468,PRV12009,Bachelor of Social Science (Honours),Inactive,30/03/2017,30/03/2024,Expired,Not Applicable,No
CRS1400470,PRV12066,Bachelor of Sport Coaching (Strength and Conditioning),Active,2/10/2024,2/10/2031,Accredited,7 years - maximum allowable period,No
CRS1400471,PRV12066,Bachelor of Dance Practice,Active,26/09/2024,26/09/2031,Accredited,7 years - maximum allowable period,No
CRS1400472,PRV12066,Bachelor of Sport Coaching (Management),Active,2/10/2024,2/10/2031,Accredited,7 years - maximum allowable period,No
CRS1400473,PRV12129,Bachelor of Information Systems,Active,27/06/2024,27/06/2031,Accredited,7 years - maximum allowable period,No
CRS1400474,PRV12049,Bachelor of Information Technology (Data Engineering) (formerly BIT (Data Infrastructure Engineering)),Active,23/02/2024,23/02/2031,Accredited,7 years - maximum allowable period,No
CRS1400475,PRV12034,Master of Chaplaincy and Spiritual Care,Inactive,21/06/2017,20/05/2025,Expired,Not Applicable,No
CRS1400476,PRV12034,Graduate Diploma of Chaplaincy and Spiritual Care,Inactive,21/06/2017,20/05/2025,Expired,Not Applicable,No
CRS1400477,PRV12034,Graduate Certificate of Chaplaincy and Spiritual Care,Inactive,21/06/2017,20/05/2025,Expired,Not Applicable,No
CRS1400478,PRV12123,Graduate Diploma in Alcohol and Other Drug Addiction Counselling,Inactive,28/06/2017,29/10/2022,Expired,Not Applicable,No
CRS1400479,PRV12123,Graduate Certificate in Family Violence,Active,26/09/2024,26/09/2031,Accredited,7 years - maximum allowable period,No
CRS1400480,PRV12074,Graduate Certificate in Applied Neuroscience (formerly Graduate Certificate in Neuropsychotherapy),Active,19/06/2017,31/12/2026,Accredited,7 years - maximum allowable period and extended for a further 31 months,No
CRS1400481,PRV12074,Graduate Certificate in the Liberal Arts,Inactive,19/06/2017,30/07/2024,Expired,Not Applicable,No
CRS1400482,PRV12074,Graduate Diploma in the Liberal Arts,Inactive,19/06/2017,30/07/2024,Expired,Not Applicable,No
CRS1400483,PRV14013,Bachelor of Business (International Finance and Banking),Inactive,23/06/2017,23/06/2024,Expired,Not Applicable,No
CRS1400484,PRV14013,Bachelor of Entrepreneurship,Inactive,23/06/2017,23/06/2024,Expired,Not Applicable,No
CRS1400485,PRV12041,Bachelor of Data Science,Active,25/03/2020,25/03/2027,Accredited,7 years - maximum allowable period,No
CRS1400486,PRV12051,Bachelor of Information Technology,Active,14/12/2022,14/12/2029,Accredited,7 years - maximum allowable period,No
CRS1400487,PRV12187,Bachelor of Music Performance and Bachelor of Applied Business (Entertainment Management),Active,12/04/2023,12/04/2030,Accredited,7 years - maximum allowable period,No
CRS1400488,PRV12187,Bachelor of Audio Production and Bachelor of Applied Business (Entertainment Management),Active,12/04/2023,12/04/2030,Accredited,7 years - maximum allowable period,No
CRS1400489,PRV12200,Master of Arts Photography,Active,23/06/2017,22/06/2027,Accredited,7 years - maximum allowable period and extended for a further 3 years,No
CRS1400490,PRV12083,Bachelor of Business,Inactive,14/06/2017,14/06/2024,Cancelled at Provider Request,Not Applicable,No
CRS1400491,PRV12041,Diploma in Business,Inactive,22/06/2017,22/06/2024,Expired,Not Applicable,No
CRS1400492,PRV14012,Bachelor of Arts,Active,5/09/2023,5/09/2030,Accredited,7 years - maximum allowable period,No
CRS1400493,PRV12146,Bachelor of Community Services,Active,11/10/2024,11/10/2031,Accredited,7 years - maximum allowable period,No
CRS1400494,PRV14007,Master of Business Administration,Active,18/03/2024,31/12/2025,Accredited,1 years and 10 months,No
CRS1400495,PRV12031,Bachelor of Business (Accounting),Active,18/12/2023,18/12/2026,Accredited,3 years,No
CRS1400496,PRV12031,Diploma of Accounting,Active,8/09/2017,8/09/2024,Pending Renewal,7 years - maximum allowable period,No
CRS1400497,PRV12031,Graduate Certificate of Future Journalism,Inactive,8/09/2017,8/09/2024,Expired,Not Applicable,No
CRS1400498,PRV14007,Graduate Diploma of Business Administration,Active,18/03/2024,31/12/2025,Accredited,1 years and 10 months,No
CRS1400501,PRV12036,Doctor of Fine Art,Active,27/09/2017,19/08/2025,Accredited,7 years - maximum allowable period and extended for a further 11 months,No
CRS1400502,PRV12007,Undergraduate Certificate in Business Information,Inactive,5/10/2020,2/04/2024,Expired,Not Applicable,No
CRS1400503,PRV14301,Undergraduate Certificate in Entrepreneurship and Innovation,Active,22/05/2021,29/03/2028,Accredited,0 years and 8 months and extended for a further 75 months,No
CRS1400504,PRV12149,Master of Education,Inactive,16/10/2017,16/10/2024,Expired,Not Applicable,No
CRS1400505,PRV12059,Graduate Certificate in Business Administration,Inactive,22/09/2017,22/09/2024,Expired,Not Applicable,No
CRS1400506,PRV12059,Graduate Diploma of Business Administration,Inactive,22/09/2017,22/09/2024,Expired,Not Applicable,No
CRS1400507,PRV12059,Master of Business Administration,Inactive,22/09/2017,22/09/2024,Expired,Not Applicable,No
CRS1400508,PRV14002,Bachelor of Early Childhood Teaching,Inactive,18/10/2017,25/08/2023,Cancelled at Provider Request,Not Applicable,No
CRS1400509,PRV14022,Graduate Certificate in Cosmetic Dermatology,Inactive,18/10/2017,18/10/2024,Provider Registration not renewed,Not Applicable,No
CRS1400510,PRV14007,Graduate Certificate of Business Administration,Active,18/03/2024,31/12/2025,Accredited,1 years and 10 months,No
CRS1400511,PRV12029,Master of Creative Industries,Active,28/06/2022,28/06/2029,Accredited,7 years - maximum allowable period,No
CRS1400512,PRV12029,Graduate Diploma of Creative Industries,Active,28/06/2022,28/06/2029,Accredited,7 years - maximum allowable period,No
CRS1400513,PRV12187,Bachelor of Applied Business (Fashion Marketing),Active,12/12/2024,25/10/2026,Course in teach out,1 years and 11 months,No
CRS1400514,PRV12187,Diploma of Applied Business (Fashion Marketing),Active,12/12/2024,25/10/2026,Course in teach out,1 years and 11 months,No
CRS1400515,PRV14012,Bachelor of Business,Active,30/08/2017,30/08/2024,Pending Renewal,7 years - maximum allowable period,No
CRS1400516,PRV14085,Master of Professional Accounting,Active,20/12/2022,20/12/2026,Accredited,4 years,No
CRS1400517,PRV14085,Graduate Certificate in Professional Accounting,Active,20/12/2022,20/12/2026,Accredited,4 years,No
CRS1400518,PRV14055,Diploma of Counselling and Psychotherapy (formerly Diploma of Integrative Psychotherapy),Active,29/06/2023,29/06/2030,Accredited,7 years - maximum allowable period,No
CRS1400519,PRV14055,Associate Degree of Counselling and Psychotherapy,Active,29/06/2023,29/06/2030,Accredited,7 years - maximum allowable period,No
CRS1400520,PRV14055,Diploma of Arts Therapy (formerly Diploma of Arts Psychotherapy),Active,29/06/2023,29/06/2030,Accredited,7 years - maximum allowable period,No
CRS1400521,PRV14055,Associate Degree of Arts Therapy (formerly Associate Degree of Arts Psychotherapy),Active,29/06/2023,29/06/2030,Accredited,7 years - maximum allowable period,No
